Numero,Nombre,Posicion,Equipo,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Edad,Altura,ELO,categoria,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
29.0,I. Fidalgo,Defensas,CD GUADALAJARA,1,0,0.0,0.0,0.0,,,34,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,38.0,0.303
6.0,Pablo Rojo,Centrocampistas,CD GUADALAJARA,31,29,0.0,0.0,8.0,29.0,,53,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.23,0.101
8.0,Toño Calvo,Centrocampistas,CD GUADALAJARA,27,19,0.0,0.0,6.0,27.0,178.0,49,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.41,0.091
27.0,J. Saz,Centrocampistas,CD GUADALAJARA,3,0,0.0,0.0,1.0,,,45,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12.67,0.109
31.0,M. De Dompablo,Delanteros,CD GUADALAJARA,1,0,0.0,0.0,0.0,,,37,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,38.0,0.303
27.0,Rojo,Delanteros,CD GUADALAJARA,1,0,0.0,0.0,0.0,23.0,,34,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,38.0,0.303
6.0,Adrián Chaves,Defensas,CD ILLESCAS,25,23,0.0,1.0,3.0,25.0,,49,Segunda Federación,0.0,0.04,1.0,0.04,16,0.0,0.0,0.0,-0.68,0.092
15.0,Jorge García,Defensas,CD ILLESCAS,24,18,0.0,0.0,3.0,24.0,186.0,46,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-0.71,0.065
18.0,Fer Romero,Defensas,CD ILLESCAS,28,21,1.0,0.0,5.0,24.0,184.0,45,Segunda Federación,0.04,0.0,1.0,0.04,16,3.33,1.1,0.0,-0.61,0.102
22.0,C. Quintana,Defensas,CD ILLESCAS,20,16,0.0,0.0,8.0,27.0,179.0,45,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-0.85,0.052
4.0,Juanjo,Defensas,CD CORIA,9,6,0.0,0.0,2.0,22.0,188.0,50,Segunda Federación,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-0.44,0.023
4.0,Fran Lara,Centrocampistas,CD ILLESCAS,5,4,0.0,0.0,0.0,32.0,180.0,51,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-3.4,-0.012
16.0,Jan Reixach,Centrocampistas,CD ILLESCAS,28,21,0.0,0.0,5.0,23.0,183.0,44,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-0.61,0.078
5.0,Javi Robles,Centrocampistas,CD ILLESCAS,25,20,0.0,0.0,5.0,24.0,190.0,42,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-0.68,0.068
24.0,Ó. Cuadrado,Centrocampistas,CD ILLESCAS,3,0,0.0,0.0,1.0,20.0,,33,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-5.67,-0.036
19.0,Javi Gómez,Delanteros,CD ILLESCAS,26,17,0.0,0.0,5.0,25.0,177.0,47,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-0.65,0.071
27.0,Y. Kone,Delanteros,CD ILLESCAS,4,1,0.0,0.0,0.0,,,37,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-4.25,-0.022
17.0,Boriba,Defensas,CD MÓSTOLES,17,9,0.0,0.0,6.0,35.0,180.0,46,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.88,0.043
4.0,J. Akapo,Defensas,CD MÓSTOLES,16,15,0.0,0.0,7.0,28.0,188.0,42,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.94,0.04
27.0,Nelson García,Defensas,CD MÓSTOLES,1,0,0.0,0.0,0.0,21.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
2.0,Álex Sibacha,Defensas,CD MÓSTOLES,1,0,0.0,0.0,0.0,20.0,183.0,30,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
10.0,Cidoncha,Centrocampistas,CD MÓSTOLES,1,1,0.0,0.0,0.0,34.0,181.0,50,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
29.0,H. Aranda,Centrocampistas,CD MÓSTOLES,12,10,0.0,0.0,4.0,19.0,193.0,40,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-1.25,0.025
41.0,D. Martinez,Centrocampistas,CD MÓSTOLES,1,0,0.0,0.0,0.0,,,42,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
22.0,Mikel Carro,Centrocampistas,CD CORIA,28,13,0.0,0.0,6.0,26.0,188.0,43,Segunda Federación,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-0.14,0.081
15.0,A. Mateo,Defensas,CD CORIA,24,16,0.0,0.0,3.0,34.0,181.0,53,Segunda Federación,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-0.17,0.069
28.0,F. Cordero,Centrocampistas,CD MÓSTOLES,1,0,0.0,0.0,0.0,19.0,,29,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
16.0,G. Roque,Centrocampistas,CD ATLÉTICO PASO,11,4,0.0,0.0,2.0,,,35,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-2.45,0.013
4.0,Alex Revuelta,Defensas,CD ATLÉTICO PASO,12,9,3.0,0.0,2.0,25.0,191.0,52,Segunda Federación,0.25,0.0,3.0,0.25,18,9.38,4.71,0.0,-2.25,0.168
23.0,Sergio,Defensas,CD ATLÉTICO PASO,9,9,0.0,0.0,1.0,24.0,186.0,48,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-3.0,0.003
20.0,O. Boukir,Defensas,CD ATLÉTICO PASO,14,13,0.0,0.0,3.0,20.0,188.0,38,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.93,0.026
26.0,N. Brito,Defensas,CD ATLÉTICO PASO,1,0,0.0,0.0,1.0,18.0,181.0,32,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-27.0,-0.21
3.0,Fran Perujo,Defensas,CD ATLÉTICO PASO,10,5,0.0,0.0,2.0,30.0,178.0,43,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-2.7,0.008
27.0,S. Hernández,Defensas,CD ATLÉTICO PASO,1,0,0.0,0.0,0.0,,,30,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-27.0,-0.21
15.0,Rueda,Defensas,CD ATLÉTICO PASO,13,5,0.0,2.0,3.0,22.0,177.0,41,Segunda Federación,0.0,0.15,2.0,0.15,18,0.0,0.0,0.0,-2.08,0.112
10.0,Menudo,Centrocampistas,CD ATLÉTICO PASO,32,27,7.0,5.0,5.0,33.0,167.0,55,Segunda Federación,0.22,0.16,12.0,0.38,18,21.88,11.0,0.0,-0.84,0.315
8.0,D. Guti,Centrocampistas,CD ATLÉTICO PASO,31,26,0.0,0.0,7.0,24.0,171.0,48,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-0.87,0.084
6.0,Jaime,Centrocampistas,CD ATLÉTICO PASO,14,13,1.0,0.0,7.0,24.0,,49,Segunda Federación,0.07,0.0,1.0,0.07,18,3.12,1.57,0.0,-1.93,0.068
18.0,Peter Kwabena,Centrocampistas,CD ATLÉTICO PASO,9,2,0.0,0.0,1.0,24.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-3.0,0.003
17.0,David Laguna,Centrocampistas,CD ATLÉTICO PASO,5,4,0.0,0.0,1.0,25.0,,42,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-5.4,-0.028
28.0,F. López,Centrocampistas,CD ATLÉTICO PASO,1,1,0.0,0.0,0.0,19.0,,30,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-27.0,-0.21
26.0,A. Lorenzo,Centrocampistas,CD ATLÉTICO PASO,2,0,0.0,0.0,0.0,,,26,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-13.5,-0.101
10.0,D. Mba,Delanteros,CD COLONIA MOSCARDÓ,32,25,0.0,0.0,3.0,25.0,,47,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.47,0.09
14.0,Samu Corral,Delanteros,CD ATLÉTICO PASO,25,21,4.0,0.0,9.0,33.0,184.0,53,Segunda Federación,0.16,0.0,4.0,0.16,18,12.5,6.29,0.0,-1.08,0.161
9.0,Alex Altube,Delanteros,CD ATLÉTICO PASO,29,19,3.0,1.0,5.0,27.0,187.0,52,Segunda Federación,0.1,0.03,4.0,0.14,18,9.38,4.71,0.0,-0.93,0.162
7.0,Armiche,Delanteros,CD ATLÉTICO PASO,26,20,5.0,2.0,5.0,37.0,176.0,50,Segunda Federación,0.19,0.08,7.0,0.27,18,15.62,7.86,0.0,-1.04,0.23
21.0,Alfonso,Delanteros,CD ATLÉTICO PASO,20,15,2.0,3.0,2.0,30.0,179.0,48,Segunda Federación,0.1,0.15,5.0,0.25,18,6.25,3.14,0.0,-1.35,0.198
19.0,I. Traoré,Delanteros,CD ATLÉTICO PASO,9,2,0.0,0.0,1.0,31.0,175.0,49,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-3.0,0.003
11.0,D. Dambelleh,Delanteros,CD ATLÉTICO PASO,16,15,1.0,0.0,3.0,22.0,186.0,39,Segunda Federación,0.06,0.0,1.0,0.06,18,3.12,1.57,0.0,-1.69,0.07
27.0,M. Dambelleh,Delanteros,CD ATLÉTICO PASO,6,0,0.0,0.0,1.0,18.0,,30,Segunda Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-4.5,-0.018
2.0,Fran,Defensas,CD COLONIA MOSCARDÓ,1,1,0.0,0.0,0.0,35.0,177.0,46,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-15.0,-0.115
28.0,Dela,Defensas,CD COLONIA MOSCARDÓ,1,1,0.0,0.0,1.0,22.0,,32,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-15.0,-0.115
29.0,Valentin Medelean,Defensas,CD COLONIA MOSCARDÓ,1,0,0.0,0.0,0.0,18.0,,26,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-15.0,-0.115
16.0,Christian,Centrocampistas,CD COLONIA MOSCARDÓ,3,3,0.0,0.0,1.0,25.0,190.0,50,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-5.0,-0.031
21.0,Cidoncha,Centrocampistas,CD COLONIA MOSCARDÓ,17,12,0.0,0.0,5.0,36.0,185.0,49,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.88,0.043
17.0,Mimi,Centrocampistas,CD COLONIA MOSCARDÓ,1,0,0.0,0.0,0.0,20.0,,30,Segunda Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-15.0,-0.115
28.0,G. Carralon,Centrocampistas,CD MÓSTOLES,1,0,0.0,0.0,0.0,,,34,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
21.0,Gabriel Corberán,Centrocampistas,CD MÓSTOLES,1,0,0.0,0.0,0.0,19.0,,26,Segunda Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-15.0,-0.115
8.0,Félix Alonso,Centrocampistas,TENERIFE B,23,19,0.0,0.0,2.0,24.0,184.0,45,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.13,0.069
6.0,Cristian Perea,Centrocampistas,REAL MADRID C,28,21,0.0,0.0,10.0,19.0,175.0,47,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.04,0.082
28.0,C. Sall,Defensas,RAYO MAJADAHONDA,1,0,0.0,0.0,0.0,,,29,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,11.0,0.09
22.0,Pedro Mosquera,Centrocampistas,RAYO MAJADAHONDA,13,12,0.0,0.0,3.0,37.0,184.0,62,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.85,0.045
8.0,Ato,Centrocampistas,RAYO MAJADAHONDA,24,23,0.0,0.0,6.0,26.0,,47,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.46,0.074
10.0,Álvaro Bravo,Centrocampistas,RAYO MAJADAHONDA,1,0,0.0,0.0,0.0,27.0,181.0,46,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,11.0,0.09
27.0,P. Bomwinsum,Centrocampistas,RAYO MAJADAHONDA,1,0,0.0,0.0,0.0,,,30,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,11.0,0.09
23.0,Adalberto,Delanteros,RAYO MAJADAHONDA,4,0,0.0,0.0,0.0,22.0,178.0,34,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.75,0.033
29.0,Mario Rivas,Defensas,REAL MADRID C,7,5,0.0,0.0,0.0,18.0,188.0,36,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.14,0.019
43.0,Diego Aguado,Defensas,REAL MADRID C,2,2,0.0,0.0,1.0,18.0,180.0,39,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.5,0.002
3.0,Alfredo Sotres,Defensas,REAL MADRID C,32,32,0.0,0.0,11.0,21.0,,47,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.03,0.094
38.0,Jesús Fortea,Defensas,REAL MADRID C,6,5,0.0,0.0,0.0,18.0,179.0,48,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.17,0.016
34.0,Óscar Mesa,Defensas,REAL MADRID C,2,1,0.0,0.0,0.0,18.0,178.0,43,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.5,0.002
14.0,Álex Pérez,Defensas,REAL MADRID C,16,13,0.0,0.0,4.0,19.0,194.0,39,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.06,0.047
17.0,N. Sanchez,Defensas,REAL MADRID C,9,0,0.0,0.0,0.0,19.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.11,0.026
40.0,Jorge Cestero,Centrocampistas,REAL MADRID C,1,0,0.0,0.0,0.0,19.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-1.0,-0.005
32.0,M. Cuesta,Defensas,RAYO MAJADAHONDA,1,0,0.0,0.0,0.0,19.0,,43,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,11.0,0.09
32.0,Beto,Centrocampistas,REAL MADRID C,1,0,0.0,0.0,0.0,18.0,,30,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-1.0,-0.005
44.0,I. Gascón,Centrocampistas,REAL MADRID C,2,2,0.0,0.0,1.0,18.0,,31,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.5,0.002
30.0,Carlos Diez,Centrocampistas,REAL MADRID C,1,0,0.0,0.0,0.0,18.0,,31,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-1.0,-0.005
41.0,Daniel Yañez,Delanteros,REAL MADRID C,2,1,0.0,0.0,0.0,18.0,177.0,41,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.5,0.002
39.0,Aimar Santiago,Delanteros,REAL MADRID C,1,1,0.0,0.0,0.0,19.0,,40,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-1.0,-0.005
23.0,Manu Márquez,Delanteros,REAL MADRID C,10,5,0.0,0.0,0.0,21.0,172.0,42,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.1,0.029
35.0,C. Ortiz,Delanteros,REAL MADRID C,3,0,0.0,0.0,0.0,19.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.33,0.006
28.0,Álex Sánchez,Delanteros,REAL MADRID C,4,0,0.0,0.0,0.0,19.0,,34,Segunda Federación,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,-0.25,0.01
15.0,Julen Zubelzu,Defensas,TENERIFE B,16,14,0.0,0.0,3.0,20.0,,49,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.19,0.049
14.0,A. Pérez,Defensas,TENERIFE B,16,14,0.0,0.0,4.0,23.0,189.0,48,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.19,0.049
31.0,Matías Pezzolesi,Defensas,TENERIFE B,22,15,0.0,0.0,7.0,22.0,184.0,43,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.14,0.066
28.0,Diego Gouveia,Defensas,TENERIFE B,5,4,0.0,0.0,1.0,20.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.6,0.019
43.0,Mena,Defensas,TENERIFE B,1,1,0.0,0.0,0.0,22.0,187.0,35,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,0.027
26.0,J. Tejedor,Defensas,RAYO MAJADAHONDA,16,9,0.0,0.0,4.0,20.0,192.0,41,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.69,0.053
4.0,Villalón,Defensas,RAYO MAJADAHONDA,8,6,0.0,0.0,1.0,29.0,187.0,54,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.38,0.034
2.0,Luis Aguado,Defensas,CDA NAVALCARNERO,28,26,0.0,0.0,11.0,25.0,173.0,54,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.11,0.083
4.0,A. Crespo,Defensas,CP CACEREÑO,28,26,0.0,0.0,3.0,32.0,185.0,54,Segunda Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.96,0.09
35.0,R. Esteban,Defensas,CDA NAVALCARNERO,1,0,0.0,0.0,0.0,20.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.027
33.0,A. Martínez,Defensas,CDA NAVALCARNERO,1,0,0.0,0.0,0.0,,,38,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.027
4.0,Mario Camero,Defensas,CDA NAVALCARNERO,6,2,0.0,0.0,1.0,21.0,178.0,42,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.5,0.022
32.0,D. Sandes,Centrocampistas,CDA NAVALCARNERO,2,0,0.0,0.0,0.0,20.0,,35,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.5,0.018
37.0,Marcos Moraga,Delanteros,CDA NAVALCARNERO,4,0,0.0,0.0,0.0,20.0,,36,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.75,0.018
31.0,Juanjo,Delanteros,CDA NAVALCARNERO,1,0,0.0,0.0,0.0,22.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.027
38.0,C. Piaggio,Delanteros,CDA NAVALCARNERO,1,0,0.0,0.0,0.0,,,26,Segunda Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.027
21.0,Jaime Paredes,Defensas,CF TALAVERA,31,27,0.0,0.0,5.0,34.0,178.0,55,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.74,0.097
14.0,K. Bamba,Defensas,CF TALAVERA,5,0,0.0,0.0,1.0,21.0,,29,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,4.6,0.051
32.0,A. Salcedo,Centrocampistas,CF TALAVERA,1,0,0.0,0.0,0.0,21.0,,42,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,23.0,0.185
29.0,M. Aceituno,Centrocampistas,CF TALAVERA,3,1,0.0,0.0,0.0,20.0,171.0,37,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.67,0.069
18.0,Tass,Centrocampistas,CF TALAVERA,12,5,0.0,0.0,1.0,23.0,185.0,42,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.92,0.05
31.0,P. Ndiaye,Delanteros,CF TALAVERA,2,0,0.0,0.0,0.0,,,31,Segunda Federación,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,11.5,0.097
3.0,Javi Barrio,Defensas,CP CACEREÑO,19,16,0.0,0.0,5.0,34.0,186.0,51,Segunda Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.42,0.067
5.0,A. Arribas,Defensas,RAYO MAJADAHONDA,7,5,0.0,0.0,1.0,36.0,182.0,57,Segunda Federación,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.57,0.033
23.0,Alex Rodríguez,Defensas,CP CACEREÑO,11,7,0.0,0.0,4.0,23.0,178.0,40,Segunda Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.45,0.052
2.0,Ismael Bekhoucha,Defensas,GETAFE B,27,21,0.0,0.0,9.0,20.0,180.0,47,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.41,0.083
35.0,Alejandro Campos,Defensas,GETAFE B,1,1,0.0,0.0,0.0,18.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,11.0,0.09
28.0,Joel Fortes,Defensas,GETAFE B,2,0,0.0,0.0,0.0,18.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.5,0.049
26.0,Facu Esnaider,Centrocampistas,GETAFE B,20,14,0.0,0.0,6.0,23.0,184.0,47,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.55,0.063
5.0,Dan Ojog,Defensas,CD ATLÉTICO PASO,29,28,1.0,0.0,10.0,30.0,182.0,51,Segunda Federación,0.03,0.0,1.0,0.03,18,3.12,1.57,0.0,-0.93,0.096
33.0,M. Calderero,Centrocampistas,GETAFE B,3,0,0.0,0.0,1.0,19.0,,40,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,3.67,0.038
32.0,S. Salazar,Centrocampistas,GETAFE B,2,2,0.0,0.0,1.0,17.0,,30,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.5,0.049
29.0,A. Riquelme,Centrocampistas,GETAFE B,19,3,0.0,0.0,5.0,19.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.58,0.06
31.0,Sang-min Lee,Centrocampistas,GETAFE B,1,0,0.0,0.0,0.0,19.0,169.0,31,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,11.0,0.09
30.0,M. Cuéllar,Delanteros,GETAFE B,2,0,0.0,0.0,0.0,18.0,191.0,32,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.5,0.049
22.0,Pochito,Delanteros,GETAFE B,5,2,0.0,0.0,0.0,21.0,171.0,46,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2.2,0.032
27.0,I. Motos,Delanteros,GETAFE B,10,1,0.0,0.0,1.0,17.0,,37,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.1,0.038
19.0,Cayena,Delanteros,UNION SUR YAIZA,15,4,0.0,0.0,2.0,21.0,,40,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.4,0.033
