Numero,Nombre,Posicion,Equipo,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Edad,Altura,ELO,categoria,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
17.0,Jacobo,Delanteros,GETAFE B,30,24,8.0,0.0,7.0,28.0,185.0,55,Segunda Federación,0.27,0.0,8.0,0.27,5,16.67,4.89,0.21,0.37,0.253
21.0,Guille Berzal,Centrocampistas,RAYO MAJADAHONDA,32,23,4.0,4.0,5.0,20.0,175.0,42,Segunda Federación,0.12,0.12,8.0,0.25,4,9.76,2.4,0.21,0.34,0.247
7.0,Salifo,Delanteros,TENERIFE B,30,28,9.0,2.0,5.0,23.0,190.0,42,Segunda Federación,0.3,0.07,11.0,0.37,9,16.67,6.32,0.2,0.1,0.311
14.0,A. Claverías,Centrocampistas,CDA NAVALCARNERO,30,24,3.0,5.0,4.0,24.0,170.0,49,Segunda Federación,0.1,0.17,8.0,0.27,6,6.98,1.87,0.19,0.1,0.251
24.0,Víctor Maffeo,Defensas,CD CORIA,17,17,4.0,1.0,4.0,24.0,170.0,50,Segunda Federación,0.24,0.06,5.0,0.29,7,8.89,2.64,0.19,-0.24,0.222
6.0,Álvaro Clausí,Centrocampistas,CP CACEREÑO,30,25,5.0,1.0,6.0,32.0,178.0,54,Segunda Federación,0.17,0.03,6.0,0.2,2,8.77,2.43,0.19,0.9,0.215
22.0,Fran Rodríguez,Defensas,CF TALAVERA,14,8,0.0,3.0,1.0,30.0,175.0,55,Segunda Federación,0.0,0.21,3.0,0.21,3,0.0,0.0,0.19,1.64,0.18
21.0,Angel López,Defensas,CDA NAVALCARNERO,12,7,2.0,1.0,4.0,28.0,172.0,46,Segunda Federación,0.17,0.08,3.0,0.25,6,4.65,1.25,0.18,0.25,0.187
14.0,Y. Yoshimura,Centrocampistas,UB CONQUENSE,33,29,7.0,6.0,8.0,27.0,175.0,51,Segunda Federación,0.21,0.18,13.0,0.39,10,18.92,5.13,0.18,-0.12,0.33
9.0,Enrique Herrero,Delanteros,CDA NAVALCARNERO,31,23,7.0,1.0,2.0,20.0,173.0,40,Segunda Federación,0.23,0.03,8.0,0.26,6,16.28,4.36,0.18,0.1,0.248
7.0,Guti,Centrocampistas,RAYO MAJADAHONDA,24,19,4.0,1.0,2.0,26.0,181.0,50,Segunda Federación,0.17,0.04,5.0,0.21,4,9.76,2.4,0.17,0.46,0.2
2.0,A. Bragado,Defensas,CD CORIA,15,12,1.0,3.0,4.0,19.0,,46,Segunda Federación,0.07,0.2,4.0,0.27,7,2.22,0.66,0.17,-0.27,0.204
16.0,Cera,Defensas,CD GUADALAJARA,29,27,1.0,4.0,5.0,28.0,172.0,53,Segunda Federación,0.03,0.14,5.0,0.17,1,1.67,0.45,0.17,1.31,0.198
7.0,Rubén Solano,Delanteros,CF TALAVERA,34,16,6.0,0.0,2.0,32.0,181.0,50,Segunda Federación,0.18,0.0,6.0,0.18,3,12.0,3.0,0.16,0.68,0.213
19.0,Pepe Bernal,Centrocampistas,CP CACEREÑO,23,9,1.0,3.0,1.0,32.0,174.0,51,Segunda Federación,0.04,0.13,4.0,0.17,2,1.75,0.49,0.16,1.17,0.179
7.0,Marcos Carrillo,Centrocampistas,CP CACEREÑO,23,7,3.0,1.0,4.0,22.0,175.0,40,Segunda Federación,0.13,0.04,4.0,0.17,2,5.26,1.46,0.16,1.17,0.179
9.0,Iván Fernández,Delanteros,UD MELILLA,28,25,8.0,3.0,5.0,25.0,179.0,55,Segunda Federación,0.29,0.11,11.0,0.39,11,19.51,6.0,0.16,-0.04,0.316
10.0,Rafa Diz,Centrocampistas,GETAFE B,28,27,3.0,3.0,12.0,24.0,170.0,53,Segunda Federación,0.11,0.11,6.0,0.21,5,6.25,1.83,0.16,0.39,0.211
27.0,Jacobo De Oro,Centrocampistas,UD SANSE,12,6,2.0,1.0,0.0,20.0,,47,Segunda Federación,0.17,0.08,3.0,0.25,8,4.44,1.35,0.15,0.0,0.185
28.0,J. Pérez,Delanteros,CDA NAVALCARNERO,24,9,3.0,2.0,8.0,21.0,,35,Segunda Federación,0.12,0.08,5.0,0.21,6,6.98,1.87,0.15,0.12,0.198
4.0,J. Ablanque,Defensas,CD GUADALAJARA,33,31,3.0,2.0,10.0,28.0,180.0,52,Segunda Federación,0.09,0.06,5.0,0.15,1,5.0,1.34,0.15,1.15,0.196
7.0,Víctor Morillo,Delanteros,UD MELILLA,33,30,4.0,8.0,5.0,28.0,175.0,49,Segunda Federación,0.12,0.24,12.0,0.36,11,9.76,3.0,0.15,-0.03,0.313
7.0,J. Monterde,Delanteros,UB CONQUENSE,32,27,8.0,2.0,5.0,27.0,168.0,52,Segunda Federación,0.25,0.06,10.0,0.31,10,21.62,5.87,0.15,-0.12,0.279
7.0,Javi Verdú,Delanteros,CDA NAVALCARNERO,30,14,2.0,4.0,6.0,26.0,174.0,47,Segunda Federación,0.07,0.13,6.0,0.2,6,4.65,1.25,0.14,0.1,0.209
11.0,Hugo De Llanos,Delanteros,REAL MADRID C,17,10,5.0,3.0,1.0,20.0,175.0,49,Segunda Federación,0.29,0.18,8.0,0.47,13,14.71,3.93,0.14,-0.06,0.332
20.0,Raúl Caballero,Delanteros,UB CONQUENSE,34,24,6.0,4.0,4.0,24.0,178.0,43,Segunda Federación,0.18,0.12,10.0,0.29,10,16.22,4.4,0.14,-0.12,0.273
14.0,Raúl Tavares,Centrocampistas,CD GUADALAJARA,14,12,0.0,2.0,2.0,26.0,180.0,54,Segunda Federación,0.0,0.14,2.0,0.14,1,0.0,0.0,0.14,2.71,0.147
8.0,Mario González,Centrocampistas,UD SANSE,33,30,4.0,4.0,4.0,26.0,175.0,53,Segunda Federación,0.12,0.12,8.0,0.24,8,8.89,2.69,0.14,0.0,0.241
23.0,Fran Sabina,Delanteros,TENERIFE B,21,6,5.0,0.0,2.0,21.0,180.0,33,Segunda Federación,0.24,0.0,5.0,0.24,9,9.26,3.51,0.13,0.14,0.207
23.0,L. Lohr,Defensas,GETAFE B,23,23,2.0,2.0,2.0,22.0,193.0,53,Segunda Federación,0.09,0.09,4.0,0.17,5,4.17,1.22,0.13,0.48,0.173
10.0,Darío,Centrocampistas,CD GUADALAJARA,23,10,2.0,1.0,4.0,31.0,178.0,52,Segunda Federación,0.09,0.04,3.0,0.13,1,3.33,0.89,0.13,1.65,0.159
9.0,Dani Segovia,Delanteros,CD COLONIA MOSCARDÓ,33,29,11.0,0.0,6.0,40.0,190.0,54,Segunda Federación,0.33,0.0,11.0,0.33,12,26.83,8.64,0.12,-0.45,0.292
17.0,A. Krehl,Delanteros,CD GUADALAJARA,17,5,1.0,1.0,3.0,22.0,,43,Segunda Federación,0.06,0.06,2.0,0.12,1,1.67,0.45,0.12,2.24,0.14
22.0,Liam Ayad,Centrocampistas,UB CONQUENSE,4,1,1.0,0.0,1.0,26.0,187.0,37,Segunda Federación,0.25,0.0,1.0,0.25,10,2.7,0.73,0.12,-1.0,0.154
17.0,S. Manchón,Delanteros,CD CORIA,26,15,3.0,2.0,5.0,28.0,170.0,49,Segunda Federación,0.12,0.08,5.0,0.19,7,6.67,1.98,0.12,-0.15,0.189
16.0,Chavalés,Delanteros,CD CORIA,33,22,5.0,1.0,7.0,31.0,178.0,50,Segunda Federación,0.15,0.03,6.0,0.18,7,11.11,3.3,0.12,-0.12,0.204
18.0,M. Bassele,Centrocampistas,UD MELILLA,14,13,4.0,0.0,3.0,25.0,180.0,48,Segunda Federación,0.29,0.0,4.0,0.29,11,9.76,3.0,0.12,-0.07,0.215
9.0,Fer Harta,Delanteros,UD SANSE,30,20,4.0,2.0,2.0,25.0,,52,Segunda Federación,0.13,0.07,6.0,0.2,8,8.89,2.69,0.12,0.0,0.208
16.0,Marvin,Defensas,UD SANSE,15,15,3.0,0.0,7.0,27.0,187.0,52,Segunda Federación,0.2,0.0,3.0,0.2,8,6.67,2.02,0.12,0.0,0.164
19.0,Eneko Capilla,Centrocampistas,UD SANSE,15,8,1.0,2.0,1.0,30.0,167.0,46,Segunda Federación,0.07,0.13,3.0,0.2,8,2.22,0.67,0.12,0.0,0.164
21.0,Jeremy José,Delanteros,GETAFE B,22,19,2.0,1.0,1.0,22.0,166.0,42,Segunda Federación,0.09,0.05,3.0,0.14,5,4.17,1.22,0.11,0.5,0.153
6.0,Nico Conesa,Centrocampistas,GETAFE B,29,26,3.0,1.0,14.0,23.0,183.0,49,Segunda Federación,0.1,0.03,4.0,0.14,5,6.25,1.83,0.11,0.38,0.172
26.0,Peque,Delanteros,CDA NAVALCARNERO,25,11,2.0,2.0,3.0,22.0,177.0,38,Segunda Federación,0.08,0.08,4.0,0.16,6,4.65,1.25,0.11,0.12,0.17
16.0,D. Argüelles,Defensas,GETAFE B,14,11,0.0,2.0,4.0,23.0,175.0,43,Segunda Federación,0.0,0.14,2.0,0.14,5,0.0,0.0,0.11,0.79,0.131
2.0,C. Arauz,Defensas,CF TALAVERA,24,13,1.0,2.0,6.0,22.0,187.0,43,Segunda Federación,0.04,0.08,3.0,0.12,3,2.0,0.5,0.11,0.96,0.15
20.0,A. García,Defensas,GETAFE B,28,22,2.0,2.0,4.0,22.0,,54,Segunda Federación,0.07,0.07,4.0,0.14,5,4.17,1.22,0.11,0.39,0.169
11.0,Edu Gallardo,Delanteros,CF TALAVERA,33,18,1.0,3.0,4.0,25.0,170.0,50,Segunda Federación,0.03,0.09,4.0,0.12,3,2.0,0.5,0.11,0.7,0.175
10.0,Carlos Bravo,Centrocampistas,UD MELILLA,29,23,3.0,4.0,4.0,32.0,174.0,51,Segunda Federación,0.1,0.14,7.0,0.24,11,7.32,2.25,0.1,-0.03,0.229
22.0,Diego Núñez,Centrocampistas,RAYO MAJADAHONDA,16,11,2.0,0.0,7.0,23.0,,45,Segunda Federación,0.12,0.0,2.0,0.12,4,4.88,1.2,0.1,0.69,0.125
36.0,V. Valdepeñas,Defensas,REAL MADRID C,6,5,1.0,1.0,0.0,18.0,187.0,45,Segunda Federación,0.17,0.17,2.0,0.33,13,2.94,0.79,0.1,-0.17,0.214
19.0,Kun,Delanteros,CD COLONIA MOSCARDÓ,28,11,7.0,1.0,1.0,25.0,179.0,50,Segunda Federación,0.25,0.04,8.0,0.29,12,17.07,5.5,0.1,-0.54,0.252
19.0,Nando Copete,Delanteros,CD CORIA,34,22,2.0,3.0,3.0,33.0,183.0,49,Segunda Federación,0.06,0.09,5.0,0.15,7,4.44,1.32,0.1,-0.12,0.189
19.0,A. Fernández,Delanteros,UB CONQUENSE,26,17,5.0,0.0,3.0,27.0,180.0,50,Segunda Federación,0.19,0.0,5.0,0.19,10,13.51,3.67,0.09,-0.15,0.189
17.0,Cacho Guzmán,Delanteros,TENERIFE B,23,12,3.0,1.0,4.0,22.0,166.0,44,Segunda Federación,0.13,0.04,4.0,0.17,9,5.56,2.11,0.09,0.13,0.171
19.0,I. Fernández,Delanteros,GETAFE B,17,3,2.0,0.0,1.0,19.0,,43,Segunda Federación,0.12,0.0,2.0,0.12,5,4.17,1.22,0.09,0.65,0.127
18.0,Navas,Defensas,CP CACEREÑO,20,8,0.0,2.0,5.0,30.0,176.0,50,Segunda Federación,0.0,0.1,2.0,0.1,2,0.0,0.0,0.09,1.35,0.129
14.0,Deco,Centrocampistas,CP CACEREÑO,31,26,1.0,2.0,9.0,29.0,168.0,51,Segunda Federación,0.03,0.06,3.0,0.1,2,1.75,0.49,0.09,0.87,0.158
8.0,J. Mancha,Centrocampistas,CD CORIA,7,2,1.0,0.0,1.0,24.0,182.0,46,Segunda Federación,0.14,0.0,1.0,0.14,7,2.22,0.66,0.09,-0.57,0.1
9.0,J. Cárcaba,Delanteros,UB CONQUENSE,31,15,5.0,1.0,0.0,33.0,184.0,54,Segunda Federación,0.16,0.03,6.0,0.19,10,13.51,3.67,0.09,-0.13,0.204
23.0,Juan Durán,Defensas,CDA NAVALCARNERO,30,25,1.0,3.0,9.0,24.0,180.0,49,Segunda Federación,0.03,0.1,4.0,0.13,6,2.33,0.62,0.09,0.1,0.167
12.0,I. Boudaoud,Delanteros,CP CACEREÑO,13,3,1.0,0.0,3.0,22.0,176.0,51,Segunda Federación,0.08,0.0,1.0,0.08,2,1.75,0.49,0.08,2.08,0.103
12.0,J. Lauture,Defensas,CD COLONIA MOSCARDÓ,22,22,4.0,1.0,5.0,25.0,190.0,43,Segunda Federación,0.18,0.05,5.0,0.23,12,9.76,3.14,0.08,-0.68,0.197
19.0,Jacobo Ortega,Delanteros,REAL MADRID C,32,24,6.0,3.0,4.0,19.0,186.0,42,Segunda Federación,0.19,0.09,9.0,0.28,13,17.65,4.71,0.08,-0.03,0.262
8.0,Javi Ajenjo,Centrocampistas,UD MELILLA,32,31,1.0,5.0,3.0,24.0,178.0,52,Segunda Federación,0.03,0.16,6.0,0.19,11,2.44,0.75,0.08,-0.03,0.208
16.0,S. Arevalo,Defensas,CP CACEREÑO,11,3,0.0,1.0,1.0,23.0,,40,Segunda Federación,0.0,0.09,1.0,0.09,2,0.0,0.0,0.08,2.45,0.106
19.0,Iván Ramos,Delanteros,UD MELILLA,32,19,5.0,1.0,7.0,23.0,181.0,51,Segunda Federación,0.16,0.03,6.0,0.19,11,12.2,3.75,0.08,-0.03,0.208
14.0,Adri Pérez,Centrocampistas,CP CACEREÑO,32,24,3.0,0.0,4.0,29.0,178.0,50,Segunda Federación,0.09,0.0,3.0,0.09,2,5.26,1.46,0.08,0.84,0.155
22.0,Antonio Arcos,Delanteros,TENERIFE B,34,28,0.0,5.0,4.0,23.0,178.0,46,Segunda Federación,0.0,0.15,5.0,0.15,9,0.0,0.0,0.08,0.09,0.191
10.0,Jorge Sarmiento,Centrocampistas,CP CACEREÑO,26,14,1.0,1.0,4.0,23.0,177.0,44,Segunda Federación,0.04,0.04,2.0,0.08,2,1.75,0.49,0.08,1.04,0.133
18.0,Alyson,Delanteros,UB CONQUENSE,6,1,0.0,1.0,0.0,23.0,162.0,41,Segunda Federación,0.0,0.17,1.0,0.17,10,0.0,0.0,0.08,-0.67,0.114
12.0,Jesús Cedenilla,Defensas,CD CORIA,31,28,0.0,4.0,5.0,27.0,174.0,51,Segunda Federación,0.0,0.13,4.0,0.13,7,0.0,0.0,0.08,-0.13,0.168
11.0,M. Lapeña,Centrocampistas,CDA NAVALCARNERO,27,17,1.0,2.0,1.0,25.0,170.0,43,Segunda Federación,0.04,0.07,3.0,0.11,6,2.33,0.62,0.08,0.11,0.146
6.0,Richi Souza Jr,Centrocampistas,CDA NAVALCARNERO,26,21,2.0,1.0,4.0,35.0,174.0,50,Segunda Federación,0.08,0.04,3.0,0.12,6,4.65,1.25,0.08,0.12,0.149
14.0,Lucas Ricoy,Delanteros,CD MÓSTOLES,20,19,7.0,1.0,2.0,22.0,180.0,47,Segunda Federación,0.35,0.05,8.0,0.4,15,17.5,7.0,0.07,-0.75,0.293
23.0,Álex Castro,Centrocampistas,CD MÓSTOLES,16,15,4.0,2.0,2.0,23.0,185.0,47,Segunda Federación,0.25,0.12,6.0,0.38,15,10.0,4.0,0.07,-0.94,0.268
5.0,G. Llerena,Defensas,CD CORIA,28,27,3.0,0.0,10.0,35.0,187.0,54,Segunda Federación,0.11,0.0,3.0,0.11,7,6.67,1.98,0.07,-0.14,0.147
21.0,Jesús Belza,Defensas,TENERIFE B,7,4,0.0,1.0,1.0,21.0,168.0,43,Segunda Federación,0.0,0.14,1.0,0.14,9,0.0,0.0,0.07,0.43,0.108
3.0,S. Rodríguez,Defensas,UB CONQUENSE,33,31,2.0,3.0,9.0,22.0,173.0,48,Segunda Federación,0.06,0.09,5.0,0.15,10,5.41,1.47,0.07,-0.12,0.186
5.0,O. Jaiteh,Defensas,TENERIFE B,28,28,4.0,0.0,11.0,26.0,192.0,50,Segunda Federación,0.14,0.0,4.0,0.14,9,7.41,2.81,0.07,0.11,0.167
10.0,Bruno Iglesias,Centrocampistas,REAL MADRID C,25,16,4.0,2.0,2.0,22.0,181.0,44,Segunda Federación,0.16,0.08,6.0,0.24,13,11.76,3.14,0.07,-0.04,0.217
10.0,Samu Pérez,Delanteros,UD SANSE,8,2,1.0,0.0,1.0,24.0,180.0,44,Segunda Federación,0.12,0.0,1.0,0.12,8,2.22,0.67,0.07,0.0,0.096
14.0,José Alonso,Defensas,UD MELILLA,32,31,5.0,0.0,5.0,29.0,185.0,53,Segunda Federación,0.16,0.0,5.0,0.16,11,12.2,3.75,0.07,-0.03,0.19
3.0,A. Expósito,Defensas,RAYO MAJADAHONDA,34,34,1.0,2.0,2.0,23.0,175.0,50,Segunda Federación,0.03,0.06,3.0,0.09,4,2.44,0.6,0.07,0.32,0.157
27.0,Abdel-lah,Delanteros,UD MELILLA,12,0,2.0,0.0,1.0,20.0,180.0,37,Segunda Federación,0.17,0.0,2.0,0.17,11,4.88,1.5,0.07,-0.08,0.137
2.0,César Álvarez,Defensas,TENERIFE B,15,14,0.0,2.0,5.0,22.0,173.0,48,Segunda Federación,0.0,0.13,2.0,0.13,9,0.0,0.0,0.07,0.2,0.124
45.0,Jaime Barroso,Delanteros,REAL MADRID C,8,4,1.0,1.0,0.0,17.0,184.0,37,Segunda Federación,0.12,0.12,2.0,0.25,13,2.94,0.79,0.07,-0.12,0.173
15.0,Sanvi,Defensas,CP CACEREÑO,27,22,2.0,0.0,8.0,24.0,,49,Segunda Federación,0.07,0.0,2.0,0.07,2,3.51,0.97,0.07,1.0,0.129
16.0,Adrián Toledo,Delanteros,TENERIFE B,23,4,1.0,2.0,1.0,21.0,177.0,35,Segunda Federación,0.04,0.09,3.0,0.13,9,1.85,0.7,0.07,0.13,0.147
2.0,D. Ceballos,Defensas,UD MELILLA,32,26,2.0,3.0,6.0,26.0,170.0,55,Segunda Federación,0.06,0.09,5.0,0.16,11,4.88,1.5,0.07,-0.03,0.19
18.0,A. Télis,Defensas,CD COLONIA MOSCARDÓ,33,33,5.0,1.0,9.0,28.0,193.0,48,Segunda Federación,0.15,0.03,6.0,0.18,12,12.2,3.93,0.06,-0.45,0.202
19.0,Garci,Delanteros,CD MÓSTOLES,25,22,5.0,3.0,7.0,28.0,180.0,46,Segunda Federación,0.2,0.12,8.0,0.32,15,12.5,5.0,0.06,-0.6,0.261
3.0,Pol Bassa,Defensas,UD SANSE,9,5,0.0,1.0,3.0,22.0,170.0,50,Segunda Federación,0.0,0.11,1.0,0.11,8,0.0,0.0,0.06,0.0,0.092
4.0,Piri,Defensas,UD SANSE,18,15,2.0,0.0,3.0,27.0,182.0,54,Segunda Federación,0.11,0.0,2.0,0.11,8,4.44,1.35,0.06,0.0,0.119
15.0,J. Cruz,Centrocampistas,CDA NAVALCARNERO,32,31,3.0,0.0,11.0,35.0,173.0,52,Segunda Federación,0.09,0.0,3.0,0.09,6,6.98,1.87,0.06,0.09,0.149
12.0,Tito,Defensas,UD SANSE,30,30,3.0,0.0,8.0,23.0,185.0,50,Segunda Federación,0.1,0.0,3.0,0.1,8,6.67,2.02,0.06,0.0,0.148
4.0,Álvaro López,Defensas,CF TALAVERA,27,25,0.0,2.0,6.0,26.0,,50,Segunda Federación,0.0,0.07,2.0,0.07,3,0.0,0.0,0.06,0.85,0.128
18.0,Julio Martínez,Defensas,CD GUADALAJARA,33,32,0.0,2.0,9.0,24.0,186.0,45,Segunda Federación,0.0,0.06,2.0,0.06,1,0.0,0.0,0.06,1.15,0.142
6.0,L. Telles,Centrocampistas,CD CORIA,29,28,2.0,1.0,11.0,33.0,169.0,53,Segunda Federación,0.07,0.03,3.0,0.1,7,4.44,1.32,0.06,-0.14,0.144
11.0,Víctor Piochi,Delanteros,CD CORIA,11,0,1.0,0.0,4.0,22.0,175.0,47,Segunda Federación,0.09,0.0,1.0,0.09,7,2.22,0.66,0.06,-0.36,0.084
9.0,Adrià Mercadal,Delanteros,CD CORIA,32,19,1.0,2.0,5.0,25.0,,46,Segunda Federación,0.03,0.06,3.0,0.09,7,2.22,0.66,0.06,-0.12,0.147
29.0,Dani Fernández,Delanteros,TENERIFE B,19,14,2.0,0.0,2.0,17.0,178.0,33,Segunda Federación,0.11,0.0,2.0,0.11,9,3.7,1.4,0.06,0.16,0.123
10.0,Dylan,Centrocampistas,TENERIFE B,16,13,0.0,2.0,1.0,22.0,175.0,47,Segunda Federación,0.0,0.12,2.0,0.12,9,0.0,0.0,0.06,0.19,0.121
22.0,Samu Guillen,Delanteros,CD COLONIA MOSCARDÓ,23,13,2.0,1.0,4.0,22.0,172.0,42,Segunda Federación,0.09,0.04,3.0,0.13,12,4.88,1.57,0.05,-0.65,0.141
6.0,Ó. Castro,Centrocampistas,TENERIFE B,32,31,0.0,3.0,13.0,23.0,181.0,49,Segunda Federación,0.0,0.09,3.0,0.09,9,0.0,0.0,0.05,0.09,0.149
5.0,Nader,Centrocampistas,CD COLONIA MOSCARDÓ,30,16,2.0,2.0,9.0,26.0,187.0,50,Segunda Federación,0.07,0.07,4.0,0.13,12,4.88,1.57,0.05,-0.5,0.162
4.0,M. Otero,Defensas,TENERIFE B,23,17,1.0,1.0,8.0,24.0,185.0,48,Segunda Federación,0.04,0.04,2.0,0.09,9,1.85,0.7,0.05,0.13,0.123
18.0,Carlos Faya,Centrocampistas,TENERIFE B,11,1,1.0,0.0,0.0,23.0,176.0,48,Segunda Federación,0.09,0.0,1.0,0.09,9,1.85,0.7,0.05,0.27,0.088
6.0,Pitu Doncel,Centrocampistas,CF TALAVERA,31,28,2.0,0.0,7.0,27.0,173.0,53,Segunda Federación,0.06,0.0,2.0,0.06,3,4.0,1.0,0.05,0.74,0.133
8.0,Luis Sánchez,Centrocampistas,CF TALAVERA,34,22,1.0,1.0,3.0,23.0,174.0,53,Segunda Federación,0.03,0.03,2.0,0.06,3,2.0,0.5,0.05,0.68,0.141
17.0,Edu Viaña,Defensas,UD SANSE,26,25,2.0,0.0,7.0,25.0,174.0,53,Segunda Federación,0.08,0.0,2.0,0.08,8,4.44,1.35,0.05,0.0,0.124
23.0,Jorge Casado,Defensas,CD GUADALAJARA,19,14,1.0,0.0,1.0,35.0,185.0,58,Segunda Federación,0.05,0.0,1.0,0.05,1,1.67,0.45,0.05,2.0,0.102
3.0,Borja Paris,Defensas,CD COLONIA MOSCARDÓ,33,32,3.0,2.0,1.0,31.0,178.0,52,Segunda Federación,0.09,0.06,5.0,0.15,12,7.32,2.36,0.05,-0.45,0.184
14.0,Hamza,Centrocampistas,CD CORIA,25,6,2.0,0.0,2.0,20.0,174.0,39,Segunda Federación,0.08,0.0,2.0,0.08,7,4.44,1.32,0.05,-0.16,0.12
7.0,M. Bravo,Delanteros,CD COLONIA MOSCARDÓ,14,6,1.0,1.0,2.0,25.0,180.0,40,Segunda Federación,0.07,0.07,2.0,0.14,12,2.44,0.79,0.05,-1.07,0.117
9.0,Ángel Carvajal,Delanteros,REAL MADRID C,24,10,4.0,0.0,1.0,21.0,180.0,46,Segunda Federación,0.17,0.0,4.0,0.17,13,11.76,3.14,0.05,-0.04,0.172
5.0,Héctor,Defensas,UD SANSE,24,21,1.0,1.0,8.0,30.0,182.0,48,Segunda Federación,0.04,0.04,2.0,0.08,8,2.22,0.67,0.05,0.0,0.119
3.0,Gorka,Defensas,GETAFE B,17,12,1.0,0.0,4.0,20.0,175.0,44,Segunda Federación,0.06,0.0,1.0,0.06,5,2.08,0.61,0.05,0.65,0.091
8.0,Adrià Capdevila,Centrocampistas,GETAFE B,14,14,1.0,0.0,3.0,21.0,170.0,42,Segunda Federación,0.07,0.0,1.0,0.07,5,2.08,0.61,0.05,0.79,0.089
18.0,Dani Pichín,Delanteros,CD MÓSTOLES,13,6,1.0,3.0,1.0,33.0,162.0,49,Segunda Federación,0.08,0.23,4.0,0.31,15,2.5,1.0,0.05,-1.15,0.215
16.0,A. Tovar,Defensas,UD MELILLA,28,13,1.0,2.0,4.0,21.0,175.0,47,Segunda Federación,0.04,0.07,3.0,0.11,11,2.44,0.75,0.05,-0.04,0.148
2.0,Emi Hernández,Defensas,RAYO MAJADAHONDA,34,34,2.0,0.0,3.0,24.0,175.0,55,Segunda Federación,0.06,0.0,2.0,0.06,4,4.88,1.2,0.05,0.32,0.139
19.0,Cristian Ebea,Defensas,RAYO MAJADAHONDA,17,1,0.0,1.0,2.0,24.0,,45,Segunda Federación,0.0,0.06,1.0,0.06,4,0.0,0.0,0.05,0.65,0.091
14.0,R. Salama,Centrocampistas,RAYO MAJADAHONDA,32,28,0.0,2.0,7.0,28.0,185.0,53,Segunda Federación,0.0,0.06,2.0,0.06,4,0.0,0.0,0.05,0.34,0.133
2.0,A. Moya,Defensas,REAL MADRID C,22,16,2.0,2.0,5.0,19.0,167.0,45,Segunda Federación,0.09,0.09,4.0,0.18,13,5.88,1.57,0.05,-0.05,0.172
27.0,D. Montoya,Defensas,CDA NAVALCARNERO,14,10,1.0,0.0,0.0,22.0,188.0,42,Segunda Federación,0.07,0.0,1.0,0.07,6,2.33,0.62,0.05,0.21,0.085
8.0,Nanclares,Centrocampistas,UNIÓN ADARVE,29,26,1.0,5.0,6.0,31.0,180.0,48,Segunda Federación,0.03,0.17,6.0,0.21,14,4.55,0.89,0.05,-0.38,0.208
21.0,Luis Castillo,Centrocampistas,UB CONQUENSE,34,20,1.0,2.0,4.0,28.0,176.0,48,Segunda Federación,0.03,0.06,3.0,0.09,10,2.7,0.73,0.04,-0.12,0.153
11.0,Beka Kavtaradze,Delanteros,UD MELILLA,21,10,1.0,1.0,3.0,25.0,185.0,58,Segunda Federación,0.05,0.05,2.0,0.1,11,2.44,0.75,0.04,-0.05,0.121
20.0,G. Palmero,Defensas,TENERIFE B,14,11,1.0,0.0,2.0,23.0,169.0,47,Segunda Federación,0.07,0.0,1.0,0.07,9,1.85,0.7,0.04,0.21,0.085
23.0,Manu Farrando,Defensas,CF TALAVERA,28,21,0.0,1.0,5.0,30.0,183.0,53,Segunda Federación,0.0,0.04,1.0,0.04,3,0.0,0.0,0.04,0.82,0.113
17.0,F. Viñuela,Delanteros,CP CACEREÑO,23,10,1.0,0.0,1.0,26.0,183.0,49,Segunda Federación,0.04,0.0,1.0,0.04,2,1.75,0.49,0.04,1.17,0.101
21.0,Eric Iglesias,Delanteros,UD MELILLA,10,0,1.0,0.0,1.0,23.0,186.0,43,Segunda Federación,0.1,0.0,1.0,0.1,11,2.44,0.75,0.04,-0.1,0.089
10.0,Javi Navas,Delanteros,UNIÓN ADARVE,6,0,0.0,1.0,2.0,34.0,182.0,49,Segunda Federación,0.0,0.17,1.0,0.17,14,0.0,0.0,0.04,-1.83,0.105
19.0,Jesús Ogando,Delanteros,UNIÓN ADARVE,26,9,2.0,3.0,4.0,20.0,176.0,42,Segunda Federación,0.08,0.12,5.0,0.19,14,9.09,1.78,0.04,-0.42,0.187
16.0,Guerrero,Centrocampistas,CD MÓSTOLES,29,29,5.0,2.0,4.0,23.0,182.0,45,Segunda Federación,0.17,0.07,7.0,0.24,15,12.5,5.0,0.04,-0.52,0.225
20.0,Kevin,Defensas,CD MÓSTOLES,9,7,1.0,1.0,1.0,24.0,,47,Segunda Federación,0.11,0.11,2.0,0.22,15,2.5,1.0,0.04,-1.67,0.145
7.0,R. Pescador,Delanteros,CD ILLESCAS,22,12,3.0,4.0,4.0,25.0,,40,Segunda Federación,0.14,0.18,7.0,0.32,16,10.0,3.3,0.04,-0.77,0.251
10.0,Sergio Gomez,Centrocampistas,CD CORIA,32,30,0.0,2.0,6.0,35.0,177.0,51,Segunda Federación,0.0,0.06,2.0,0.06,7,0.0,0.0,0.04,-0.12,0.129
